"Year","Country","Total","Solid.Fuel","Liquid.Fuel","Gas.Fuel","Cement","Gas.Flaring","Per.Capita","Pop","PercentElectrified","HDEvIndx","LifeTime","PopExposed","RuralPercent","UrbanPercent"
1962,"SARAWAK",139,NA,102,37,NA,NA,0.18,772222.222222222,NA,NA,NA,NA,NA,NA
1963,"SARAWAK",182,NA,153,29,NA,NA,0.23,791304.347826087,NA,NA,NA,NA,NA,NA
1964,"SARAWAK",210,NA,183,27,NA,NA,0.25,840000,NA,NA,NA,NA,NA,NA
1965,"SARAWAK",443,NA,415,27,NA,NA,0.52,851923.076923077,NA,NA,NA,NA,NA,NA
1966,"SARAWAK",496,NA,465,31,NA,NA,0.56,885714.285714286,NA,NA,NA,NA,NA,NA
1967,"SARAWAK",368,NA,330,38,NA,NA,0.41,897560.975609756,NA,NA,NA,NA,NA,NA
1968,"SARAWAK",422,NA,384,37,NA,NA,0.45,937777.777777778,NA,NA,NA,NA,NA,NA
1969,"SARAWAK",-222,NA,-276,54,NA,NA,-0.23,965217.391304348,NA,NA,NA,NA,NA,NA
1935,"SAUDI ARABIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,"SAUDI ARABIA",2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,"SAUDI ARABIA",7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,"SAUDI ARABIA",56,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,"SAUDI ARABIA",451,NA,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,"SAUDI ARABIA",586,NA,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,"SAUDI ARABIA",494,NA,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,"SAUDI ARABIA",519,NA,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,"SAUDI ARABIA",544,NA,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,"SAUDI ARABIA",890,NA,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,"SAUDI ARABIA",2405,NA,2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,"SAUDI ARABIA",6865,NA,6865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,"SAUDI ARABIA",10298,NA,10298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,"SAUDI ARABIA",4897,NA,4897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"SAUDI ARABIA",5018,NA,5018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"SAUDI ARABIA",1403,NA,1403,NA,NA,NA,0.45,3117777.77777778,NA,NA,NA,NA,NA,NA
1951,"SAUDI ARABIA",-95,NA,-95,NA,NA,NA,-0.03,3166666.66666667,NA,NA,NA,NA,NA,NA
1952,"SAUDI ARABIA",-47,NA,-47,NA,NA,NA,-0.01,4700000,NA,NA,NA,NA,NA,NA
1953,"SAUDI ARABIA",130,NA,130,NA,NA,NA,0.04,3250000,NA,NA,NA,NA,NA,NA
1954,"SAUDI ARABIA",338,NA,338,NA,NA,NA,0.1,3380000,NA,NA,NA,NA,NA,NA
1955,"SAUDI ARABIA",577,NA,577,NA,NA,NA,0.16,3606250,NA,NA,NA,NA,NA,NA
1956,"SAUDI ARABIA",445,NA,445,NA,NA,NA,0.12,3708333.33333333,NA,NA,NA,NA,NA,NA
1957,"SAUDI ARABIA",573,NA,573,NA,NA,NA,0.15,3820000,NA,NA,NA,NA,NA,NA
1958,"SAUDI ARABIA",917,NA,545,NA,372,NA,0.24,3820833.33333333,NA,NA,NA,NA,NA,NA
1959,"SAUDI ARABIA",506,NA,496,NA,10,NA,0.13,3892307.69230769,NA,NA,NA,NA,NA,NA
1960,"SAUDI ARABIA",730,NA,718,NA,12,NA,0.18,4055555.55555556,NA,NA,45.638,NA,68.75,31.25
1961,"SAUDI ARABIA",974,NA,959,NA,14,NA,0.23,4234782.60869565,NA,NA,46.145,NA,67.627,32.373
1962,"SAUDI ARABIA",1706,NA,1675,6,25,NA,0.4,4265000,NA,NA,46.665,NA,66.482,33.518
1963,"SAUDI ARABIA",1894,NA,1860,8,27,NA,0.42,4509523.80952381,NA,NA,47.207,NA,64.989,35.011
1964,"SAUDI ARABIA",1922,NA,1549,338,35,NA,0.42,4576190.47619048,NA,NA,47.781,NA,63.128,36.872
1965,"SAUDI ARABIA",1151,NA,578,539,34,NA,0.24,4795833.33333333,NA,NA,48.408,NA,61.231,38.769
1966,"SAUDI ARABIA",1749,NA,1121,594,34,NA,0.35,4997142.85714286,NA,NA,49.107,NA,59.298,40.702
1967,"SAUDI ARABIA",6956,NA,1218,595,44,5099,1.35,5152592.59259259,NA,NA,49.888,NA,57.335,42.665
1968,"SAUDI ARABIA",7937,NA,1483,859,69,5527,1.49,5326845.63758389,NA,NA,50.751,NA,55.346,44.654
1969,"SAUDI ARABIA",9627,NA,2194,914,80,6439,1.74,5532758.62068966,NA,NA,51.692,NA,53.345,46.655
1970,"SAUDI ARABIA",12351,NA,4473,NA,92,7787,2.14,5771495.3271028,NA,NA,52.703,NA,51.331,48.669
1971,"SAUDI ARABIA",16310,NA,5768,1,96,10445,2.71,6018450.18450185,NA,NA,53.771,NA,49.312,50.688
1972,"SAUDI ARABIA",19183,NA,4699,148,131,14206,3.04,6310197.36842105,NA,NA,54.872,NA,47.293,52.707
1973,"SAUDI ARABIA",25944,NA,5609,258,131,19946,3.92,6618367.34693878,NA,NA,55.981,NA,45.288,54.712
1974,"SAUDI ARABIA",26940,NA,5993,283,144,20520,3.87,6961240.31007752,NA,NA,57.078,NA,43.296,56.704
1975,"SAUDI ARABIA",22726,NA,6972,288,153,15313,3.09,7354692.5566343,NA,NA,58.148,NA,41.651,58.349
1976,"SAUDI ARABIA",27693,NA,7597,304,150,19641,3.57,7757142.85714286,NA,NA,59.179,NA,40.103,59.897
1977,"SAUDI ARABIA",32227,NA,12103,317,172,19635,3.93,8200254.45292621,NA,NA,60.169,NA,38.579,61.421
1978,"SAUDI ARABIA",31397,NA,13744,317,245,17091,3.62,8673204.4198895,NA,NA,61.116,NA,37.075,62.925
1979,"SAUDI ARABIA",37670,NA,19259,336,299,17776,4.09,9210268.94865526,NA,NA,62.016,NA,35.595,64.405
1980,"SAUDI ARABIA",46197,NA,19670,5989,396,20142,4.71,9808280.25477707,NA,NA,62.863,NA,34.14,65.86
1981,"SAUDI ARABIA",47857,NA,22143,11640,644,13430,4.58,10449126.6375546,NA,NA,63.66,NA,32.719,67.281
1982,"SAUDI ARABIA",43112,NA,26229,4689,973,11220,3.87,11140051.6795866,NA,NA,64.411,NA,31.327,68.673
1983,"SAUDI ARABIA",43919,NA,31952,2295,1105,8568,3.71,11838005.3908356,NA,NA,65.122,NA,29.967,70.033
1984,"SAUDI ARABIA",42464,NA,29751,9526,972,2215,3.39,12526253.6873156,NA,NA,65.795,NA,28.64,71.36
1985,"SAUDI ARABIA",47083,NA,33669,10668,1118,1627,3.56,13225561.7977528,NA,NA,66.43,NA,27.353,72.647
1986,"SAUDI ARABIA",55871,NA,40150,13192,1269,1260,4.03,13863771.7121588,NA,NA,67.028,NA,26.1,73.9
1987,"SAUDI ARABIA",52006,NA,35757,14030,1169,1050,3.59,14486350.9749304,NA,NA,67.589,NA,25.411,74.589
1988,"SAUDI ARABIA",55237,NA,36783,15233,1489,1732,3.67,15050953.6784741,NA,NA,68.116,NA,24.733,75.267
1989,"SAUDI ARABIA",55560,NA,36409,15442,1556,2152,3.56,15606741.5730337,NA,NA,68.611,NA,24.07,75.93
1990,"SAUDI ARABIA",50669,NA,24125,24786,1632,126,3.14,16136624.2038217,NA,0.697,69.078,NA,23.417,76.583
1991,"SAUDI ARABIA",73021,NA,40809,30430,1546,236,4.38,16671461.1872146,NA,0.706,69.522,NA,22.777,77.223
1992,"SAUDI ARABIA",77866,NA,44652,30982,2084,147,4.53,17188962.4724062,NA,0.711,69.945,NA,22.149,77.851
1993,"SAUDI ARABIA",85579,NA,50624,32675,2081,199,4.84,17681611.5702479,NA,0.714,70.349,NA,21.814,78.186
1994,"SAUDI ARABIA",83982,NA,47626,33985,2040,331,4.64,18099568.9655172,NA,0.718,70.733,NA,21.571,78.429
1995,"SAUDI ARABIA",64129,NA,41143,20714,2145,126,3.47,18480979.8270893,NA,0.722,71.099,NA,21.33,78.67
1996,"SAUDI ARABIA",70562,NA,46218,21621,2235,488,3.76,18766489.3617021,NA,0.727,71.445,NA,21.09,78.91
1997,"SAUDI ARABIA",58969,NA,33844,22511,2094,520,3.1,19022258.0645161,NA,0.731,71.766,NA,20.853,79.147
1998,"SAUDI ARABIA",56635,NA,31363,22899,2147,226,2.94,19263605.4421769,NA,0.736,72.06,NA,20.617,79.383
1999,"SAUDI ARABIA",61756,NA,36884,22490,2219,163,3.15,19605079.3650794,NA,0.738,72.327,NA,20.384,79.616
2000,"SAUDI ARABIA",80975,NA,54140,24067,2463,304,4.04,20043316.8316832,NA,0.743,72.561,NA,20.152,79.848
2001,"SAUDI ARABIA",81051,NA,55951,22176,2803,121,3.92,20676275.5102041,NA,0.746,72.759,NA,19.923,80.077
2002,"SAUDI ARABIA",89012,NA,59897,25911,3167,37,4.15,21448674.6987952,NA,0.748,72.92,NA,19.696,80.304
2003,"SAUDI ARABIA",89248,NA,59181,26720,3284,63,4,22312000,NA,0.756,73.051,NA,19.47,80.53
2004,"SAUDI ARABIA",107945,NA,71833,32545,3452,116,4.65,23213978.4946237,100,0.765,73.159,NA,19.246,80.754
2005,"SAUDI ARABIA",108438,NA,70057,34731,3545,105,4.51,24043902.4390244,100,0.77,73.256,NA,19.021,80.979
2006,"SAUDI ARABIA",118009,NA,77447,36845,3680,37,4.76,24791806.7226891,100,0.777,73.355,NA,18.796,81.204
2007,"SAUDI ARABIA",105748,NA,70542,30971,4130,105,4.08,25918627.4509804,100,0.783,73.467,NA,18.573,81.427
2008,"SAUDI ARABIA",117310,NA,78825,34157,4328,NA,4.45,26361797.752809,100,0.791,73.598,NA,18.351,81.649
2009,"SAUDI ARABIA",127888,NA,88992,32640,6256,NA,4.67,27385010.7066381,100,0.796,73.75,NA,18.133,81.867
2010,"SAUDI ARABIA",141394,NA,98157,37412,5825,NA,5.03,28110139.1650099,100,0.808,73.917,NA,17.916,82.084
2011,"SAUDI ARABIA",136318,NA,91624,38105,6589,NA,4.74,28759071.7299578,100,0.823,74.089,NA,17.698,82.302
2012,"SAUDI ARABIA",154034,NA,105409,41372,7253,NA,5.22,29508429.1187739,100,0.835,74.254,NA,17.48,82.52
2013,"SAUDI ARABIA",147545,NA,98085,41812,7648,NA,4.89,30172801.6359918,100,0.844,74.402,NA,17.26,82.74
2014,"SAUDI ARABIA",163907,NA,112689,43430,7782,5,5.31,30867608.2862524,100,0.852,74.533,NA,17.04,82.96
1958,"SENEGAL",97,NA,77,NA,20,NA,0.03,3233333.33333333,NA,NA,NA,NA,NA,NA
1959,"SENEGAL",106,NA,83,NA,23,NA,0.04,2650000,NA,NA,NA,NA,NA,NA
1960,"SENEGAL",226,NA,203,NA,23,NA,0.07,3228571.42857143,NA,NA,38.223,NA,77,23
1961,"SENEGAL",222,NA,197,NA,25,NA,0.07,3171428.57142857,NA,NA,38.38,NA,76.355,23.645
1962,"SENEGAL",222,NA,197,NA,25,NA,0.07,3171428.57142857,NA,NA,38.462,NA,75.697,24.303
1963,"SENEGAL",235,NA,209,NA,26,NA,0.07,3357142.85714286,NA,NA,38.477,NA,75.027,24.973
1964,"SENEGAL",252,NA,224,NA,28,NA,0.07,3600000,NA,NA,38.449,NA,74.343,25.657
1965,"SENEGAL",462,NA,437,NA,25,NA,0.13,3553846.15384615,NA,NA,38.407,NA,73.649,26.351
1966,"SENEGAL",469,NA,443,NA,26,NA,0.13,3607692.30769231,NA,NA,38.386,NA,72.943,27.057
1967,"SENEGAL",191,NA,168,NA,23,NA,0.05,3820000,NA,NA,38.424,NA,72.224,27.776
1968,"SENEGAL",-22,NA,-49,NA,27,NA,-0.01,2200000,NA,NA,38.558,NA,71.493,28.507
1969,"SENEGAL",134,NA,106,NA,28,NA,0.03,4466666.66666667,NA,NA,38.816,NA,70.753,29.247
1970,"SENEGAL",357,NA,324,NA,33,NA,0.09,3966666.66666667,NA,NA,39.227,NA,70,30
1971,"SENEGAL",369,NA,336,NA,33,NA,0.09,4100000,NA,NA,39.814,NA,69.28,30.72
1972,"SENEGAL",397,NA,351,NA,46,NA,0.09,4411111.11111111,NA,NA,40.562,NA,68.549,31.451
1973,"SENEGAL",423,NA,383,NA,40,NA,0.09,4700000,NA,NA,41.445,NA,67.811,32.189
1974,"SENEGAL",505,NA,460,NA,45,NA,0.11,4590909.09090909,NA,NA,42.442,NA,67.063,32.937
1975,"SENEGAL",704,NA,655,NA,49,NA,0.15,4693333.33333333,NA,NA,43.521,NA,66.307,33.693
1976,"SENEGAL",484,NA,432,NA,52,NA,0.1,4840000,NA,NA,44.641,NA,65.628,34.372
1977,"SENEGAL",612,NA,567,NA,45,NA,0.12,5100000,NA,NA,45.767,NA,65.282,34.718
1978,"SENEGAL",717,NA,668,NA,49,NA,0.14,5121428.57142857,NA,NA,46.869,NA,64.933,35.067
1979,"SENEGAL",791,NA,739,NA,52,NA,0.15,5273333.33333333,NA,NA,47.927,NA,64.583,35.417
1980,"SENEGAL",914,NA,861,NA,53,NA,0.17,5376470.58823529,NA,NA,48.944,NA,64.231,35.769
1981,"SENEGAL",899,NA,848,NA,51,NA,0.16,5618750,NA,NA,49.94,NA,63.878,36.122
1982,"SENEGAL",833,NA,784,NA,49,NA,0.15,5553333.33333333,NA,NA,50.938,NA,63.524,36.476
1983,"SENEGAL",718,NA,664,NA,54,NA,0.12,5983333.33333333,NA,NA,51.945,NA,63.168,36.832
1984,"SENEGAL",902,NA,850,NA,52,NA,0.15,6013333.33333333,NA,NA,52.946,NA,62.809,37.191
1985,"SENEGAL",730,NA,675,NA,55,NA,0.12,6083333.33333333,NA,NA,53.914,NA,62.451,37.549
1986,"SENEGAL",726,NA,676,NA,49,NA,0.11,6600000,NA,NA,54.813,NA,62.091,37.909
1987,"SENEGAL",669,NA,618,NA,51,NA,0.1,6690000,NA,NA,55.61,NA,61.729,38.271
1988,"SENEGAL",748,NA,691,4,53,NA,0.11,6800000,NA,NA,56.283,NA,61.387,38.613
1989,"SENEGAL",1008,NA,952,4,52,NA,0.14,7200000,NA,NA,56.818,NA,61.245,38.755
1990,"SENEGAL",868,NA,801,3,64,NA,0.12,7233333.33333333,NA,0.367,57.202,100,61.104,38.896
1991,"SENEGAL",934,NA,864,2,68,NA,0.13,7184615.38461538,NA,0.367,57.43,NA,60.962,39.038
1992,"SENEGAL",949,NA,866,1,82,NA,0.12,7908333.33333333,NA,0.368,57.529,NA,60.82,39.18
1993,"SENEGAL",980,NA,893,7,80,NA,0.12,8166666.66666667,26,0.367,57.535,NA,60.679,39.321
1994,"SENEGAL",1064,NA,960,10,93,NA,0.13,8184615.38461538,27.318,0.366,57.48,NA,60.536,39.464
1995,"SENEGAL",953,NA,834,25,94,NA,0.11,8663636.36363636,28.935,0.368,57.404,100,60.394,39.606
1996,"SENEGAL",1020,NA,887,23,110,NA,0.12,8500000,30.555,0.369,57.342,NA,60.251,39.749
1997,"SENEGAL",890,NA,761,12,116,NA,0.1,8900000,32.2,0.37,57.323,NA,60.109,39.891
1998,"SENEGAL",935,NA,789,11,136,NA,0.1,9350000,33.809,0.373,57.376,NA,59.966,40.034
1999,"SENEGAL",1009,NA,870,3,136,NA,0.11,9172727.27272727,36.2,0.375,57.523,NA,59.823,40.177
2000,"SENEGAL",1074,NA,892,NA,182,NA,0.11,9763636.36363636,37.74,0.38,57.787,100,59.68,40.32
2001,"SENEGAL",1181,NA,971,NA,209,NA,0.12,9841666.66666667,38.681,0.395,58.177,NA,59.536,40.464
2002,"SENEGAL",1230,74,930,2,225,NA,0.12,10250000,36.8,0.4,58.675,NA,59.393,40.607
2003,"SENEGAL",1357,77,1044,6,230,NA,0.13,10438461.5384615,41.865,0.407,59.259,NA,59.102,40.898
2004,"SENEGAL",1427,101,994,7,325,NA,0.13,10976923.0769231,36.8,0.415,59.912,NA,58.694,41.306
2005,"SENEGAL",1585,101,1120,7,357,NA,0.15,10566666.6666667,47.1,0.422,60.62,100,58.286,41.714
2006,"SENEGAL",1290,122,770,6,392,NA,0.12,10750000,49.9,0.427,61.365,NA,57.876,42.124
2007,"SENEGAL",1413,193,785,6,429,NA,0.12,11775000,47.989,0.436,62.126,NA,57.465,42.535
2008,"SENEGAL",1389,163,801,6,419,NA,0.11,12627272.7272727,49.515,0.445,62.88,NA,57.053,42.947
2009,"SENEGAL",1250,202,586,9,452,NA,0.1,12500000,53.5,0.449,63.607,NA,56.641,43.359
2010,"SENEGAL",2112,184,1362,13,553,NA,0.16,13200000,55.197,0.456,64.284,100,56.227,43.773
2011,"SENEGAL",2282,257,1378,10,636,NA,0.17,13423529.4117647,56.5,0.467,64.898,100,55.812,44.188
2012,"SENEGAL",2158,223,1282,15,638,NA,0.16,13487500,57.78,0.476,65.448,100,55.397,44.603
2013,"SENEGAL",2297,224,1346,20,706,NA,0.16,14356250,57,0.481,65.939,100,54.981,45.019
2014,"SENEGAL",2415,235,1493,21,666,NA,0.16,15093750,61,0.486,66.37,100,54.564,45.436
2006,"SERBIA",14728,9405,3670,1244,410,NA,1.5,9818666.66666667,NA,NA,NA,NA,NA,NA
2007,"SERBIA",14305,9329,3292,1256,428,NA,1.46,9797945.20547945,NA,NA,NA,NA,NA,NA
2008,"SERBIA",14207,9686,2804,1250,467,NA,1.46,9730821.91780822,NA,NA,NA,NA,NA,NA
2009,"SERBIA",12594,8589,2771,871,363,NA,1.39,9060431.65467626,NA,NA,NA,NA,NA,NA
2010,"SERBIA",12532,8412,2616,1158,347,NA,1.38,9081159.42028986,NA,NA,NA,100,NA,NA
2011,"SERBIA",13422,9355,2537,1188,342,NA,1.49,9008053.69127517,NA,NA,NA,100,NA,NA
2012,"SERBIA",12016,8219,2427,1048,322,NA,1.34,8967164.17910448,NA,NA,NA,100,NA,NA
2013,"SERBIA",12240,8539,2242,1166,293,NA,1.37,8934306.56934307,NA,NA,NA,100,NA,NA
2014,"SERBIA",10272,6721,2242,1005,304,NA,1.16,8855172.4137931,NA,NA,NA,100,NA,NA
1963,"SEYCHELLES",2,NA,2,NA,NA,NA,0.04,50000,NA,NA,NA,NA,69.123,30.877
1964,"SEYCHELLES",2,NA,2,NA,NA,NA,0.04,50000,NA,NA,NA,NA,68.009,31.991
1965,"SEYCHELLES",2,NA,2,NA,NA,NA,0.04,50000,NA,NA,NA,NA,66.877,33.123
1966,"SEYCHELLES",2,NA,2,NA,NA,NA,0.04,50000,NA,NA,NA,NA,65.723,34.277
1967,"SEYCHELLES",2,NA,2,NA,NA,NA,0.03,66666.6666666667,NA,NA,NA,NA,64.551,35.449
1968,"SEYCHELLES",2,NA,2,NA,NA,NA,0.03,66666.6666666667,NA,NA,NA,NA,63.359,36.641
1969,"SEYCHELLES",2,NA,2,NA,NA,NA,0.03,66666.6666666667,NA,NA,NA,NA,62.154,37.846
1970,"SEYCHELLES",8,NA,8,NA,NA,NA,0.16,50000,NA,NA,NA,NA,60.932,39.068
1971,"SEYCHELLES",9,NA,9,NA,NA,NA,0.17,52941.1764705882,NA,NA,NA,NA,59.663,40.337
1972,"SEYCHELLES",12,NA,12,NA,NA,NA,0.22,54545.4545454545,NA,NA,NA,NA,58.198,41.802
1973,"SEYCHELLES",13,NA,13,NA,NA,NA,0.24,54166.6666666667,NA,NA,NA,NA,56.723,43.277
1974,"SEYCHELLES",15,NA,15,NA,NA,NA,0.27,55555.5555555556,NA,NA,NA,NA,55.233,44.767
1975,"SEYCHELLES",16,NA,16,NA,NA,NA,0.28,57142.8571428571,NA,NA,NA,NA,53.734,46.266
1976,"SEYCHELLES",22,NA,22,NA,NA,NA,0.37,59459.4594594595,NA,NA,NA,NA,52.226,47.774
1977,"SEYCHELLES",23,NA,23,NA,NA,NA,0.38,60526.3157894737,NA,NA,NA,NA,50.718,49.282
1978,"SEYCHELLES",21,NA,21,NA,NA,NA,0.34,61764.7058823529,NA,NA,NA,NA,50.604,49.396
1979,"SEYCHELLES",33,NA,33,NA,NA,NA,0.53,62264.1509433962,NA,NA,NA,NA,50.619,49.381
1980,"SEYCHELLES",26,NA,26,NA,NA,NA,0.41,63414.6341463415,NA,NA,NA,NA,50.634,49.366
1981,"SEYCHELLES",27,NA,27,NA,NA,NA,0.42,64285.7142857143,NA,NA,NA,NA,50.648,49.352
1982,"SEYCHELLES",23,NA,23,NA,NA,NA,0.36,63888.8888888889,NA,NA,NA,NA,50.663,49.337
1983,"SEYCHELLES",27,NA,27,NA,NA,NA,0.41,65853.6585365854,NA,NA,NA,NA,50.678,49.322
1984,"SEYCHELLES",27,NA,27,NA,NA,NA,0.41,65853.6585365854,NA,NA,NA,NA,50.693,49.307
1985,"SEYCHELLES",41,NA,41,NA,NA,NA,0.61,67213.1147540984,NA,NA,NA,NA,50.708,49.292
1986,"SEYCHELLES",45,NA,45,NA,NA,NA,0.67,67164.1791044776,NA,NA,NA,NA,50.723,49.277
1987,"SEYCHELLES",55,NA,55,NA,NA,NA,0.81,67901.2345679012,NA,NA,NA,NA,50.738,49.262
1988,"SEYCHELLES",54,NA,54,NA,NA,NA,0.78,69230.7692307692,NA,NA,NA,NA,50.753,49.247
1989,"SEYCHELLES",64,NA,64,NA,NA,NA,0.91,70329.6703296703,NA,NA,NA,NA,50.75,49.25
1990,"SEYCHELLES",41,NA,41,NA,NA,NA,0.58,70689.6551724138,NA,NA,NA,100,50.73,49.27
1991,"SEYCHELLES",47,NA,47,NA,NA,NA,0.65,72307.6923076923,NA,NA,NA,NA,50.693,49.307
1992,"SEYCHELLES",47,NA,47,NA,NA,NA,0.65,72307.6923076923,NA,NA,NA,NA,50.638,49.362
1993,"SEYCHELLES",50,NA,50,NA,NA,NA,0.69,72463.768115942,NA,NA,NA,NA,50.565,49.435
1994,"SEYCHELLES",55,NA,55,NA,NA,NA,0.75,73333.3333333333,90,NA,NA,NA,50.475,49.525
1995,"SEYCHELLES",54,NA,54,NA,NA,NA,0.73,73972.602739726,91.971,NA,NA,100,50.367,49.633
1996,"SEYCHELLES",64,NA,64,NA,NA,NA,0.84,76190.4761904762,92.363,NA,NA,NA,50.242,49.758
1997,"SEYCHELLES",93,NA,93,NA,NA,NA,1.22,76229.5081967213,92,NA,NA,NA,50.099,49.901
1998,"SEYCHELLES",118,NA,118,NA,NA,NA,1.53,77124.183006536,93.161,NA,NA,NA,49.939,50.061
1999,"SEYCHELLES",139,NA,139,NA,NA,NA,1.79,77653.6312849162,93.562,NA,NA,NA,49.762,50.238
2000,"SEYCHELLES",156,NA,156,NA,NA,NA,1.98,78787.8787878788,93.96,0.718,NA,100,49.567,50.433
2001,"SEYCHELLES",173,NA,173,NA,NA,NA,2.18,79357.7981651376,94.347,0.714,NA,NA,49.354,50.646
2002,"SEYCHELLES",147,NA,147,NA,NA,NA,1.82,80769.2307692308,96.1,0.716,NA,NA,49.124,50.876
2003,"SEYCHELLES",150,NA,150,NA,NA,NA,1.84,81521.7391304348,95.075,0.717,NA,NA,48.877,51.123
2004,"SEYCHELLES",201,NA,201,NA,NA,NA,2.43,82716.049382716,95.406,0.715,NA,NA,48.612,51.388
2005,"SEYCHELLES",188,NA,188,NA,NA,NA,2.26,83185.8407079646,95.71,0.73,NA,100,48.33,51.67
2006,"SEYCHELLES",200,NA,200,NA,NA,NA,2.37,84388.1856540084,99,0.72,NA,NA,48.031,51.969
2007,"SEYCHELLES",175,NA,175,NA,NA,NA,1.96,89285.7142857143,96.285,0.741,NA,NA,47.715,52.285
2008,"SEYCHELLES",189,NA,189,NA,NA,NA,2.1,90000,96.584,0.741,NA,NA,47.381,52.619
2009,"SEYCHELLES",143,NA,143,NA,NA,NA,1.55,92258.064516129,96.908,0.741,NA,NA,47.031,52.969
2010,"SEYCHELLES",121,NA,121,NA,NA,NA,1.3,93076.9230769231,97,0.747,NA,100,46.664,53.336
2011,"SEYCHELLES",93,NA,93,NA,NA,NA,0.99,93939.3939393939,98.23,0.741,NA,100,46.28,53.72
2012,"SEYCHELLES",120,NA,120,NA,NA,NA,1.27,94488.1889763779,98.609,0.77,NA,100,45.88,54.12
2013,"SEYCHELLES",110,NA,110,NA,NA,NA,1.15,95652.1739130435,98,0.779,NA,100,45.463,54.537
2014,"SEYCHELLES",135,NA,135,NA,NA,NA,1.41,95744.6808510638,100,0.786,NA,100,45.031,54.969
1950,"SIERRA LEONE",43,29,14,NA,NA,NA,0.02,2150000,NA,NA,NA,NA,NA,NA
1951,"SIERRA LEONE",26,10,16,NA,NA,NA,0.01,2600000,NA,NA,NA,NA,NA,NA
1952,"SIERRA LEONE",49,30,19,NA,NA,NA,0.03,1633333.33333333,NA,NA,NA,NA,NA,NA
1953,"SIERRA LEONE",46,24,22,NA,NA,NA,0.02,2300000,NA,NA,NA,NA,NA,NA
1954,"SIERRA LEONE",34,12,23,NA,NA,NA,0.02,1700000,NA,NA,NA,NA,NA,NA
1955,"SIERRA LEONE",50,22,28,NA,NA,NA,0.02,2500000,NA,NA,NA,NA,NA,NA
1956,"SIERRA LEONE",49,17,32,NA,NA,NA,0.02,2450000,NA,NA,NA,NA,NA,NA
1957,"SIERRA LEONE",106,19,87,NA,NA,NA,0.05,2120000,NA,NA,NA,NA,NA,NA
1958,"SIERRA LEONE",57,22,34,NA,NA,NA,0.03,1900000,NA,NA,NA,NA,NA,NA
1959,"SIERRA LEONE",64,12,53,NA,NA,NA,0.03,2133333.33333333,NA,NA,NA,NA,NA,NA
1960,"SIERRA LEONE",195,8,187,NA,NA,NA,0.09,2166666.66666667,NA,NA,31.566,NA,82.648,17.352
1961,"SIERRA LEONE",79,8,71,NA,NA,NA,0.04,1975000,NA,NA,31.925,NA,82.097,17.903
1962,"SIERRA LEONE",89,12,77,NA,NA,NA,0.04,2225000,NA,NA,32.302,NA,81.533,18.467
1963,"SIERRA LEONE",101,4,97,NA,NA,NA,0.04,2525000,NA,NA,32.705,NA,80.94,19.06
1964,"SIERRA LEONE",83,NA,83,NA,NA,NA,0.04,2075000,NA,NA,33.134,NA,80.288,19.712
1965,"SIERRA LEONE",77,3,74,NA,NA,NA,0.03,2566666.66666667,NA,NA,33.59,NA,79.621,20.379
1966,"SIERRA LEONE",82,NA,82,NA,NA,NA,0.03,2733333.33333333,NA,NA,34.072,NA,78.936,21.064
1967,"SIERRA LEONE",69,NA,69,NA,NA,NA,0.03,2300000,NA,NA,34.572,NA,78.235,21.765
1968,"SIERRA LEONE",105,NA,99,NA,6,NA,0.04,2625000,NA,NA,35.08,NA,77.516,22.484
1969,"SIERRA LEONE",302,NA,296,NA,6,NA,0.12,2516666.66666667,NA,NA,35.59,NA,76.782,23.218
1970,"SIERRA LEONE",238,NA,234,NA,4,NA,0.09,2644444.44444444,NA,NA,36.098,NA,76.031,23.969
1971,"SIERRA LEONE",219,NA,219,NA,NA,NA,0.08,2737500,NA,NA,36.599,NA,75.263,24.737
1972,"SIERRA LEONE",185,NA,185,NA,NA,NA,0.07,2642857.14285714,NA,NA,37.092,NA,74.478,25.522
1973,"SIERRA LEONE",147,NA,147,NA,NA,NA,0.05,2940000,NA,NA,37.572,NA,73.679,26.321
1974,"SIERRA LEONE",142,NA,142,NA,NA,NA,0.05,2840000,NA,NA,38.032,NA,72.863,27.137
1975,"SIERRA LEONE",143,NA,143,NA,NA,NA,0.05,2860000,NA,NA,38.468,NA,72.271,27.729
